-2.038803536196115473e+01,2.286022103085713741e+00,1.474602567247957685e+00,2.344529427478425188e+00,1.818828308480842537e+00,1.969539994012830642e+00,2.157927341392665621e+00,1.855496412040559706e+00,1.584681357191892515e+00,1.451387230582364518e+00,1.320658450145538065e+00,2.124362170302365627e+00
2.286022103085713741e+00,-2.999814178705293344e+01,2.257448508376540541e+00,3.589207408463777949e+00,2.784418895754361412e+00,3.015141313615099516e+00,3.303540876850167951e+00,2.840553584194762671e+00,2.425966592965664415e+00,2.221908473189289968e+00,2.021777606097578506e+00,3.252156424459980322e+00
1.474602567247957685e+00,2.257448508376540541e+00,-2.015163136459566928e+01,2.315224534251858479e+00,1.796094292540247661e+00,1.944922192865384813e+00,2.130954836979183309e+00,1.832304071778229515e+00,1.564874005905803056e+00,1.433245957828811035e+00,1.304151190984409903e+00,2.097809205837243063e+00
2.344529427478425188e+00,3.589207408463777949e+00,2.315224534251858479e+00,-3.067403905351781646e+01,2.855681942318608169e+00,3.092309356167017853e+00,3.388090075856406536e+00,2.913253314342179490e+00,2.488055587743507324e+00,2.278774904898907216e+00,2.073521986910957793e+00,3.335390515086174901e+00
1.818828308480842537e+00,2.784418895754361412e+00,1.796094292540247661e+00,2.855681942318608169e+00,-2.443647969911882001e+01,2.398937599015697142e+00,2.628397011965994956e+00,2.260030322417420301e+00,1.930172376180795624e+00,1.767817565908548660e+00,1.608587396621959709e+00,2.587513987914344060e+00
1.969539994012830642e+00,3.015141313615099516e+00,1.944922192865384813e+00,3.092309356167017853e+00,2.398937599015697142e+00,-2.626255371578220732e+01,2.846191150133714487e+00,2.447300873275200406e+00,2.090110249824548738e+00,1.914302401133961995e+00,1.741878107317406110e+00,2.801920478421347394e+00
2.157927341392665621e+00,3.303540876850167951e+00,2.130954836979183309e+00,3.388090075856406536e+00,2.628397011965994956e+00,2.846191150133714487e+00,-2.850233886482054046e+01,2.681386254205862851e+00,2.290030194021064336e+00,2.097406249001357192e+00,1.908489497334396878e+00,3.069925377079727902e+00
1.855496412040559706e+00,2.840553584194762671e+00,1.832304071778229515e+00,2.913253314342179490e+00,2.260030322417420301e+00,2.447300873275200406e+00,2.681386254205862851e+00,-2.488356331802889798e+01,1.969085208275990873e+00,1.803457278177797551e+00,1.641016982729213369e+00,2.639679016591683691e+00
1.584681357191892515e+00,2.425966592965664415e+00,1.564874005905803056e+00,2.488055587743507324e+00,1.930172376180795624e+00,2.090110249824548738e+00,2.290030194021064336e+00,1.969085208275990873e+00,-2.153912912464945606e+01,1.540237485060637734e+00,1.401505819408412457e+00,2.254410248071140543e+00
1.451387230582364518e+00,2.221908473189289968e+00,1.433245957828811035e+00,2.278774904898907216e+00,1.767817565908548660e+00,1.914302401133961995e+00,2.097406249001357192e+00,1.803457278177797551e+00,1.540237485060637734e+00,-1.985693933793968569e+01,1.283619347602337202e+00,2.064782444555670615e+00
1.320658450145538065e+00,2.021777606097578506e+00,1.304151190984409903e+00,2.073521986910957793e+00,1.608587396621959709e+00,1.741878107317406110e+00,1.908489497334396878e+00,1.641016982729213369e+00,1.401505819408412457e+00,1.283619347602337202e+00,-1.818401055653826859e+01,1.878804171386059929e+00
2.124362170302365627e+00,3.252156424459980322e+00,2.097809205837243063e+00,3.335390515086174901e+00,2.587513987914344060e+00,2.801920478421347394e+00,3.069925377079727902e+00,2.639679016591683691e+00,2.254410248071140543e+00,2.064782444555670615e+00,1.878804171386059929e+00,-2.810675403970573427e+01
