-1.694301474151325237e+01,2.286022103085713741e+00,1.474602567247957685e+00,2.344529427478425188e+00,1.818828308480842537e+00,1.969539994012830642e+00,2.157927341392665621e+00,1.855496412040559706e+00,1.584681357191892515e+00,1.451387230582364518e+00
2.286022103085713741e+00,-2.472420775649537816e+01,2.257448508376540541e+00,3.589207408463777949e+00,2.784418895754361412e+00,3.015141313615099516e+00,3.303540876850167951e+00,2.840553584194762671e+00,2.425966592965664415e+00,2.221908473189289968e+00
1.474602567247957685e+00,2.257448508376540541e+00,-1.674967096777401565e+01,2.315224534251858479e+00,1.796094292540247661e+00,1.944922192865384813e+00,2.130954836979183309e+00,1.832304071778229515e+00,1.564874005905803056e+00,1.433245957828811035e+00
2.344529427478425188e+00,3.589207408463777949e+00,2.315224534251858479e+00,-2.526512655152068731e+01,2.855681942318608169e+00,3.092309356167017853e+00,3.388090075856406536e+00,2.913253314342179490e+00,2.488055587743507324e+00,2.278774904898907216e+00
1.818828308480842537e+00,2.784418895754361412e+00,1.796094292540247661e+00,2.855681942318608169e+00,-2.024037831458251446e+01,2.398937599015697142e+00,2.628397011965994956e+00,2.260030322417420301e+00,1.930172376180795624e+00,1.767817565908548660e+00
1.969539994012830642e+00,3.015141313615099516e+00,1.944922192865384813e+00,3.092309356167017853e+00,2.398937599015697142e+00,-2.171875513004345493e+01,2.846191150133714487e+00,2.447300873275200406e+00,2.090110249824548738e+00,1.914302401133961995e+00
2.157927341392665621e+00,3.303540876850167951e+00,2.130954836979183309e+00,3.388090075856406536e+00,2.628397011965994956e+00,2.846191150133714487e+00,-2.352392399040641635e+01,2.681386254205862851e+00,2.290030194021064336e+00,2.097406249001357192e+00
1.855496412040559706e+00,2.840553584194762671e+00,1.832304071778229515e+00,2.913253314342179490e+00,2.260030322417420301e+00,2.447300873275200406e+00,2.681386254205862851e+00,-2.060286731870800381e+01,1.969085208275990873e+00,1.803457278177797551e+00
1.584681357191892515e+00,2.425966592965664415e+00,1.564874005905803056e+00,2.488055587743507324e+00,1.930172376180795624e+00,2.090110249824548738e+00,2.290030194021064336e+00,1.969085208275990873e+00,-1.788321305716990395e+01,1.540237485060637734e+00
1.451387230582364518e+00,2.221908473189289968e+00,1.433245957828811035e+00,2.278774904898907216e+00,1.767817565908548660e+00,1.914302401133961995e+00,2.097406249001357192e+00,1.803457278177797551e+00,1.540237485060637734e+00,-1.650853754578167454e+01
